# File: OTAQ_trn_data_EMF37.csv
# Title: OTAQ-specific assumptions to layer into UCD_trn_data_CORE.csv database
# Units: Various
# Column types: ccccccccnnnnnnnnnnnnnnnnnnnn
# Source: 2023.03.14 Vehicle tables.xlsx workbook. BEV 3-wheeler data from UCD_trn_data_CORE file of CMP 316
# ----------
UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Korea,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,3.424134968,3.429534968,3.434934968,3.440334968,3.445734968,3.451134968,3.456534968,3.461901635,3.467268301,3.472634968,3.478001635,3.483368301,3.488734968,3.494068301,3.499401635,3.504734968,3.510068301,3.515401635,3.520734968,3.520734968
Latin America,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,24.87396994,24.87660327,24.87923661,24.88186994,24.88450327,24.88713661,24.88976994,24.89240327,24.8950366,24.89766994,24.90026994,24.90286994,24.90546994,24.90806994,24.91066994,24.91326994,24.91586994,24.91846994,24.92106994,24.92106994
Middle East,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,25.92616994,25.92263661,25.91910328,25.91556994,25.91206994,25.90856994,25.90506994,25.90160327,25.8981366,25.89466994,25.89120327,25.8877366,25.88426994,25.88080327,25.8773366,25.87386994,25.8704366,25.86700327,25.86356994,25.86356994
Southeast Asia,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,10.50946994,10.52520327,10.54093661,10.55666994,10.57233661,10.58800327,10.60366994,10.61926994,10.63486994,10.65046994,10.66600327,10.6815366,10.69706994,10.71256994,10.72806994,10.74356994,10.75900327,10.7744366,10.78986994,10.78986994
USA,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,34.80106994,34.80290327,34.80473661,34.80656994,34.80840327,34.81023661,34.81206994,34.81386994,34.81566994,34.81746994,34.81930327,34.8211366,34.82296994,34.82476994,34.82656994,34.82836994,34.83016994,34.83196994,34.83376994,34.83376994
Western Europe,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,13.57676994,13.58016994,13.58356994,13.58696994,13.59040327,13.59383661,13.59726994,13.60066994,13.60406994,13.60746994,13.61086994,13.61426994,13.61766994,13.6210366,13.62440327,13.62776994,13.6311366,13.63450327,13.63786994,13.63786994
Brazil,Freight,Rail,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,25.19045663,25.19201115,25.19356567,25.19512019,25.19666889,25.19821759,25.19976629,25.20130919,25.20285209,25.204395,25.20593212,25.20746925,25.20900638,25.21053775,25.21206912,25.2136005,25.21512614,25.21665178,25.21817742,25.21817742
Africa,Freight,Rail,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,19.09986994,19.10680327,19.11373661,19.12066994,19.12756994,19.13446994,19.14136994,19.1482366,19.15510327,19.16196994,19.1688366,19.17570327,19.18256994,19.18936994,19.19616994,19.20296994,19.20976994,19.21656994,19.22336994,19.22336994
Australia_NZ,Freight,Rail,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,77.84356994,77.84396994,77.84436994,77.84476994,77.84516994,77.84556994,77.84596994,77.84636994,77.84676994,77.84716994,77.8475366,77.84790327,77.84826994,77.84866994,77.84906994,77.84946994,77.84986994,77.85026994,77.85066994,77.85066994
Canada,Freight,Rail,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,68.93766994,68.94206994,68.94646994,68.95086994,68.95526994,68.95966994,68.96406994,68.96846994,68.97286994,68.97726994,68.98160327,68.9859366,68.99026994,68.9946366,68.99900327,69.00336994,69.00770327,69.0120366,69.01636994,69.01636994
China,Freight,Rail,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,7.083569936,7.091636603,7.09970327,7.107769936,7.115803269,7.123836603,7.131869936,7.139869936,7.147869936,7.155869936,7.163836603,7.171803269,7.179769936,7.187736603,7.195703269,7.203669936,7.211569936,7.219469936,7.227369936,7.227369936
Eastern Europe,Freight,Rail,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,23.95276994,23.95600327,23.95923661,23.96246994,23.96566994,23.96886994,23.97206994,23.97526994,23.97846994,23.98166994,23.98486994,23.98806994,23.99126994,23.9944366,23.99760327,24.00076994,24.0039366,24.00710327,24.01026994,24.01026994
Former Soviet Union,Freight,Rail,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,8.333969936,8.341903266,8.349836606,8.357769936,8.365669936,8.373569936,8.381469936,8.389336603,8.397203269,8.405069936,8.412903269,8.420736603,8.428569936,8.436403269,8.444236603,8.452069936,8.459836603,8.467603269,8.475369936,8.475369936
India,Freight,Rail,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,21.22976994,21.23210327,21.23443661,21.23676994,21.23913661,21.24150327,21.24386994,21.24620327,21.2485366,21.25086994,21.25316994,21.25546994,21.25776994,21.26010327,21.2624366,21.26476994,21.26706994,21.26936994,21.27166994,21.27166994
Japan,Freight,Rail,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,11.70356994,11.70780327,11.71203661,11.71626994,11.72046994,11.72466994,11.72886994,11.73306994,11.73726994,11.74146994,11.7456366,11.74980327,11.75396994,11.7581366,11.76230327,11.76646994,11.77060327,11.7747366,11.77886994,11.77886994
Korea,Freight,Rail,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,3.424134968,3.429534968,3.434934968,3.440334968,3.445734968,3.451134968,3.456534968,3.461901635,3.467268301,3.472634968,3.478001635,3.483368301,3.488734968,3.494068301,3.499401635,3.504734968,3.510068301,3.515401635,3.520734968,3.520734968
Latin America,Freight,Rail,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,24.87396994,24.87660327,24.87923661,24.88186994,24.88450327,24.88713661,24.88976994,24.89240327,24.8950366,24.89766994,24.90026994,24.90286994,24.90546994,24.90806994,24.91066994,24.91326994,24.91586994,24.91846994,24.92106994,24.92106994
Middle East,Freight,Rail,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,25.92616994,25.92263661,25.91910328,25.91556994,25.91206994,25.90856994,25.90506994,25.90160327,25.8981366,25.89466994,25.89120327,25.8877366,25.88426994,25.88080327,25.8773366,25.87386994,25.8704366,25.86700327,25.86356994,25.86356994
Southeast Asia,Freight,Rail,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,10.50946994,10.52520327,10.54093661,10.55666994,10.57233661,10.58800327,10.60366994,10.61926994,10.63486994,10.65046994,10.66600327,10.6815366,10.69706994,10.71256994,10.72806994,10.74356994,10.75900327,10.7744366,10.78986994,10.78986994
USA,Freight,Rail,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,34.80106994,34.80290327,34.80473661,34.80656994,34.80840327,34.81023661,34.81206994,34.81386994,34.81566994,34.81746994,34.81930327,34.8211366,34.82296994,34.82476994,34.82656994,34.82836994,34.83016994,34.83196994,34.83376994,34.83376994
Western Europe,Freight,Rail,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,13.57676994,13.58016994,13.58356994,13.58696994,13.59040327,13.59383661,13.59726994,13.60066994,13.60406994,13.60746994,13.61086994,13.61426994,13.61766994,13.6210366,13.62440327,13.62776994,13.6311366,13.63450327,13.63786994,13.63786994
Brazil,Freight,Rail,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,25.19045663,25.19201115,25.19356567,25.19512019,25.19666889,25.19821759,25.19976629,25.20130919,25.20285209,25.204395,25.20593212,25.20746925,25.20900638,25.21053775,25.21206912,25.2136005,25.21512614,25.21665178,25.21817742,25.21817742
Africa,Freight,Rail,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,19.09986994,19.10680327,19.11373661,19.12066994,19.12756994,19.13446994,19.14136994,19.1482366,19.15510327,19.16196994,19.1688366,19.17570327,19.18256994,19.18936994,19.19616994,19.20296994,19.20976994,19.21656994,19.22336994,19.22336994
Australia_NZ,Freight,Rail,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,77.84356994,77.84396994,77.84436994,77.84476994,77.84516994,77.84556994,77.84596994,77.84636994,77.84676994,77.84716994,77.8475366,77.84790327,77.84826994,77.84866994,77.84906994,77.84946994,77.84986994,77.85026994,77.85066994,77.85066994
Canada,Freight,Rail,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,68.93766994,68.94206994,68.94646994,68.95086994,68.95526994,68.95966994,68.96406994,68.96846994,68.97286994,68.97726994,68.98160327,68.9859366,68.99026994,68.9946366,68.99900327,69.00336994,69.00770327,69.0120366,69.01636994,69.01636994
China,Freight,Rail,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,7.083569936,7.091636603,7.09970327,7.107769936,7.115803269,7.123836603,7.131869936,7.139869936,7.147869936,7.155869936,7.163836603,7.171803269,7.179769936,7.187736603,7.195703269,7.203669936,7.211569936,7.219469936,7.227369936,7.227369936
Eastern Europe,Freight,Rail,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,23.95276994,23.95600327,23.95923661,23.96246994,23.96566994,23.96886994,23.97206994,23.97526994,23.97846994,23.98166994,23.98486994,23.98806994,23.99126994,23.9944366,23.99760327,24.00076994,24.0039366,24.00710327,24.01026994,24.01026994
Former Soviet Union,Freight,Rail,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,8.333969936,8.341903266,8.349836606,8.357769936,8.365669936,8.373569936,8.381469936,8.389336603,8.397203269,8.405069936,8.412903269,8.420736603,8.428569936,8.436403269,8.444236603,8.452069936,8.459836603,8.467603269,8.475369936,8.475369936
India,Freight,Rail,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,21.22976994,21.23210327,21.23443661,21.23676994,21.23913661,21.24150327,21.24386994,21.24620327,21.2485366,21.25086994,21.25316994,21.25546994,21.25776994,21.26010327,21.2624366,21.26476994,21.26706994,21.26936994,21.27166994,21.27166994
Japan,Freight,Rail,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,11.70356994,11.70780327,11.71203661,11.71626994,11.72046994,11.72466994,11.72886994,11.73306994,11.73726994,11.74146994,11.7456366,11.74980327,11.75396994,11.7581366,11.76230327,11.76646994,11.77060327,11.7747366,11.77886994,11.77886994
Korea,Freight,Rail,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,3.424134968,3.429534968,3.434934968,3.440334968,3.445734968,3.451134968,3.456534968,3.461901635,3.467268301,3.472634968,3.478001635,3.483368301,3.488734968,3.494068301,3.499401635,3.504734968,3.510068301,3.515401635,3.520734968,3.520734968
Latin America,Freight,Rail,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,24.87396994,24.87660327,24.87923661,24.88186994,24.88450327,24.88713661,24.88976994,24.89240327,24.8950366,24.89766994,24.90026994,24.90286994,24.90546994,24.90806994,24.91066994,24.91326994,24.91586994,24.91846994,24.92106994,24.92106994
Middle East,Freight,Rail,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,25.92616994,25.92263661,25.91910328,25.91556994,25.91206994,25.90856994,25.90506994,25.90160327,25.8981366,25.89466994,25.89120327,25.8877366,25.88426994,25.88080327,25.8773366,25.87386994,25.8704366,25.86700327,25.86356994,25.86356994
Southeast Asia,Freight,Rail,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,10.50946994,10.52520327,10.54093661,10.55666994,10.57233661,10.58800327,10.60366994,10.61926994,10.63486994,10.65046994,10.66600327,10.6815366,10.69706994,10.71256994,10.72806994,10.74356994,10.75900327,10.7744366,10.78986994,10.78986994
USA,Freight,Rail,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,34.80106994,34.80290327,34.80473661,34.80656994,34.80840327,34.81023661,34.81206994,34.81386994,34.81566994,34.81746994,34.81930327,34.8211366,34.82296994,34.82476994,34.82656994,34.82836994,34.83016994,34.83196994,34.83376994,34.83376994
Western Europe,Freight,Rail,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,13.57676994,13.58016994,13.58356994,13.58696994,13.59040327,13.59383661,13.59726994,13.60066994,13.60406994,13.60746994,13.61086994,13.61426994,13.61766994,13.6210366,13.62440327,13.62776994,13.6311366,13.63450327,13.63786994,13.63786994
Brazil,Freight,Rail,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,25.19045663,25.19201115,25.19356567,25.19512019,25.19666889,25.19821759,25.19976629,25.20130919,25.20285209,25.204395,25.20593212,25.20746925,25.20900638,25.21053775,25.21206912,25.2136005,25.21512614,25.21665178,25.21817742,25.21817742
Africa,Freight,Rail,All,Hybrid Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,19.09986994,19.10680327,19.11373661,19.12066994,19.12756994,19.13446994,19.14136994,19.1482366,19.15510327,19.16196994,19.1688366,19.17570327,19.18256994,19.18936994,19.19616994,19.20296994,19.20976994,19.21656994,19.22336994,19.22336994
Australia_NZ,Freight,Rail,All,Hybrid Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,77.84356994,77.84396994,77.84436994,77.84476994,77.84516994,77.84556994,77.84596994,77.84636994,77.84676994,77.84716994,77.8475366,77.84790327,77.84826994,77.84866994,77.84906994,77.84946994,77.84986994,77.85026994,77.85066994,77.85066994
Canada,Freight,Rail,All,Hybrid Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,68.93766994,68.94206994,68.94646994,68.95086994,68.95526994,68.95966994,68.96406994,68.96846994,68.97286994,68.97726994,68.98160327,68.9859366,68.99026994,68.9946366,68.99900327,69.00336994,69.00770327,69.0120366,69.01636994,69.01636994
China,Freight,Rail,All,Hybrid Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,7.083569936,7.091636603,7.09970327,7.107769936,7.115803269,7.123836603,7.131869936,7.139869936,7.147869936,7.155869936,7.163836603,7.171803269,7.179769936,7.187736603,7.195703269,7.203669936,7.211569936,7.219469936,7.227369936,7.227369936
Eastern Europe,Freight,Rail,All,Hybrid Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,23.95276994,23.95600327,23.95923661,23.96246994,23.96566994,23.96886994,23.97206994,23.97526994,23.97846994,23.98166994,23.98486994,23.98806994,23.99126994,23.9944366,23.99760327,24.00076994,24.0039366,24.00710327,24.01026994,24.01026994
Former Soviet Union,Freight,Rail,All,Hybrid Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,8.333969936,8.341903266,8.349836606,8.357769936,8.365669936,8.373569936,8.381469936,8.389336603,8.397203269,8.405069936,8.412903269,8.420736603,8.428569936,8.436403269,8.444236603,8.452069936,8.459836603,8.467603269,8.475369936,8.475369936
India,Freight,Rail,All,Hybrid Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,21.22976994,21.23210327,21.23443661,21.23676994,21.23913661,21.24150327,21.24386994,21.24620327,21.2485366,21.25086994,21.25316994,21.25546994,21.25776994,21.26010327,21.2624366,21.26476994,21.26706994,21.26936994,21.27166994,21.27166994
Japan,Freight,Rail,All,Hybrid Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,11.70356994,11.70780327,11.71203661,11.71626994,11.72046994,11.72466994,11.72886994,11.73306994,11.73726994,11.74146994,11.7456366,11.74980327,11.75396994,11.7581366,11.76230327,11.76646994,11.77060327,11.7747366,11.77886994,11.77886994
Korea,Freight,Rail,All,Hybrid Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,3.424134968,3.429534968,3.434934968,3.440334968,3.445734968,3.451134968,3.456534968,3.461901635,3.467268301,3.472634968,3.478001635,3.483368301,3.488734968,3.494068301,3.499401635,3.504734968,3.510068301,3.515401635,3.520734968,3.520734968
Latin America,Freight,Rail,All,Hybrid Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,24.87396994,24.87660327,24.87923661,24.88186994,24.88450327,24.88713661,24.88976994,24.89240327,24.8950366,24.89766994,24.90026994,24.90286994,24.90546994,24.90806994,24.91066994,24.91326994,24.91586994,24.91846994,24.92106994,24.92106994
Middle East,Freight,Rail,All,Hybrid Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,25.92616994,25.92263661,25.91910328,25.91556994,25.91206994,25.90856994,25.90506994,25.90160327,25.8981366,25.89466994,25.89120327,25.8877366,25.88426994,25.88080327,25.8773366,25.87386994,25.8704366,25.86700327,25.86356994,25.86356994
Southeast Asia,Freight,Rail,All,Hybrid Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,10.50946994,10.52520327,10.54093661,10.55666994,10.57233661,10.58800327,10.60366994,10.61926994,10.63486994,10.65046994,10.66600327,10.6815366,10.69706994,10.71256994,10.72806994,10.74356994,10.75900327,10.7744366,10.78986994,10.78986994
USA,Freight,Rail,All,Hybrid Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,34.80106994,34.80290327,34.80473661,34.80656994,34.80840327,34.81023661,34.81206994,34.81386994,34.81566994,34.81746994,34.81930327,34.8211366,34.82296994,34.82476994,34.82656994,34.82836994,34.83016994,34.83196994,34.83376994,34.83376994
Western Europe,Freight,Rail,All,Hybrid Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,13.57676994,13.58016994,13.58356994,13.58696994,13.59040327,13.59383661,13.59726994,13.60066994,13.60406994,13.60746994,13.61086994,13.61426994,13.61766994,13.6210366,13.62440327,13.62776994,13.6311366,13.63450327,13.63786994,13.63786994
Brazil,Freight,Rail,All,Hybrid Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,25.19045663,25.19201115,25.19356567,25.19512019,25.19666889,25.19821759,25.19976629,25.20130919,25.20285209,25.204395,25.20593212,25.20746925,25.20900638,25.21053775,25.21206912,25.2136005,25.21512614,25.21665178,25.21817742,25.21817742
Africa,Freight,Rail,All,Liquids,Liquids,Locomotive CAPEX,2005$/vkt,2.282330064,2.282330064,2.282330064,2.282330064,2.282330064,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Australia_NZ,Freight,Rail,All,Liquids,Liquids,Locomotive CAPEX,2005$/vkt,2.282330064,2.282330064,2.282330064,2.282330064,2.282330064,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Canada,Freight,Rail,All,Liquids,Liquids,Locomotive CAPEX,2005$/vkt,2.282330064,2.282330064,2.282330064,2.282330064,2.282330064,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
China,Freight,Rail,All,Liquids,Liquids,Locomotive CAPEX,2005$/vkt,2.282330064,2.282330064,2.282330064,2.282330064,2.282330064,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Eastern Europe,Freight,Rail,All,Liquids,Liquids,Locomotive CAPEX,2005$/vkt,2.282330064,2.282330064,2.282330064,2.282330064,2.282330064,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Former Soviet Union,Freight,Rail,All,Liquids,Liquids,Locomotive CAPEX,2005$/vkt,2.282330064,2.282330064,2.282330064,2.282330064,2.282330064,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
India,Freight,Rail,All,Liquids,Liquids,Locomotive CAPEX,2005$/vkt,2.282330064,2.282330064,2.282330064,2.282330064,2.282330064,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Japan,Freight,Rail,All,Liquids,Liquids,Locomotive CAPEX,2005$/vkt,2.282330064,2.282330064,2.282330064,2.282330064,2.282330064,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Korea,Freight,Rail,All,Liquids,Liquids,Locomotive CAPEX,2005$/vkt,2.282330064,2.282330064,2.282330064,2.282330064,2.282330064,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Latin America,Freight,Rail,All,Liquids,Liquids,Locomotive CAPEX,2005$/vkt,2.282330064,2.282330064,2.282330064,2.282330064,2.282330064,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Middle East,Freight,Rail,All,Liquids,Liquids,Locomotive CAPEX,2005$/vkt,2.282330064,2.282330064,2.282330064,2.282330064,2.282330064,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
